beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Dos Costas Oeste - Lemon Wood","Cigar City Brewing","Farmhouse Ale - Saison",9,0,,,,,,,,4,"2012-05-27 21:25:34",https://untappd.com/c/8244247,https://untappd.com/beer/129429,https://untappd.com/brewery/379,"United States",Tampa,FL,,,,8244247,129429,379,,3.66,3.66,,0,0
"Imperial Stout","Founders Brewing Co.","Stout - Russian Imperial",10.5,75,,,,,,,,5,"2012-05-27 21:56:47",https://untappd.com/c/8246194,https://untappd.com/beer/4586,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,8246194,4586,549,,4.06,4.06,,0,0
"Really Old Brown Dog Ale (2012)","Smuttynose Brewing Co.","Old Ale",10.1,0,,,,,,,,4,"2012-05-27 22:00:19",https://untappd.com/c/8246363,https://untappd.com/beer/151350,https://untappd.com/brewery/1160,"United States",Hampton,NH,,,,8246363,151350,1160,,4.05,3.9,,0,0
"Decadence (2011)","AleSmith Brewing Company","Barleywine - American",11,0,,,,,,,,4,"2012-05-27 22:54:32",https://untappd.com/c/8249291,https://untappd.com/beer/127173,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,,8249291,127173,2471,,4.01,3.95,,0,0
"Fermentation without Representation","Epic Brewing Co. (Utah, Colorado)","Pumpkin / Yam Beer",8,0,,,,,,,,5,"2012-05-27 22:54:50",https://untappd.com/c/8249298,https://untappd.com/beer/78747,https://untappd.com/brewery/7216,"United States","Salt Lake City",UT,,,,8249298,78747,7216,,3.74,3.74,,1,0
Curieux,"Allagash Brewing Company","Belgian Tripel",10.4,27,,,,,,,,5,"2012-05-27 23:07:09",https://untappd.com/c/8249790,https://untappd.com/beer/6732,https://untappd.com/brewery/24,"United States",Portland,ME,,,,8249790,6732,24,,4.05,4.05,,0,0
"Kriek 100% Lambic","Brasserie Cantillon","Lambic - Kriek",5,0,,,,,,,,5,"2012-05-27 23:21:47",https://untappd.com/c/8250367,https://untappd.com/beer/36432,https://untappd.com/brewery/202,Belgium,Brussels,"Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest",,,,8250367,36432,202,,4.28,4.27,,0,0
Rye-on-Rye,"Boulevard Brewing Co.","Rye Beer",12,47,,,,,,,,4,"2012-05-27 23:34:03",https://untappd.com/c/8250802,https://untappd.com/beer/15438,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,8250802,15438,1514,,4.01,4.01,,0,0
Maibock,"Franconia Brewing Company ","Bock - Hell / Maibock / Lentebock",7.09,0,,"Trinity Hall Irish Pub and Restaurant",Dallas,TX,"United States",32.838,-96.7759,4,"2012-06-07 20:47:23",https://untappd.com/c/8603820,https://untappd.com/beer/36297,https://untappd.com/brewery/7329,"United States",McKinney,TX,,,,8603820,36297,7329,,3.54,3.55,,0,0
"Hell's Keep","Squatters Craft Beers","Belgian Strong Golden Ale",7.75,30,,"Meddlesome Moth",Dallas,TX,"United States",32.797,-96.8202,4,"2012-06-13 18:45:55",https://untappd.com/c/8817258,https://untappd.com/beer/52120,https://untappd.com/brewery/1097,"United States","Salt Lake City",UT,,,,8817258,52120,1097,,3.66,3.66,,0,0
"Rodenbach Classic","Brouwerij Rodenbach","Sour - Flanders Red Ale",5.2,30,,"Meddlesome Moth",Dallas,TX,"United States",32.797,-96.8202,4,"2012-06-13 19:48:43",https://untappd.com/c/8820908,https://untappd.com/beer/9198,https://untappd.com/brewery/291,Belgium,Roeselare,Vlaanderen,,,,8820908,9198,291,,3.5,3.5,,0,0
"Big Eye","Ballast Point Brewing Company","IPA - American",7,71,,"Meddlesome Moth",Dallas,TX,"United States",32.797,-96.8202,4,"2012-06-17 14:41:12",https://untappd.com/c/8979485,https://untappd.com/beer/2447,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,8979485,2447,68,,3.73,3.73,,0,0
"Le Mort Vivant","Southern Star Brewing Company","Farmhouse Ale - Bière de Garde",6.6,23,,,,,,,,5,"2012-06-22 22:05:31",https://untappd.com/c/9157398,https://untappd.com/beer/91553,https://untappd.com/brewery/1172,"United States",Conroe,TX,,,,9157398,91553,1172,,3.53,3.54,,0,0
"Grande Réserve 17",Unibroue,"Belgian Strong Dark Ale",10,35,,,,,,,,5,"2012-06-23 19:39:52",https://untappd.com/c/9202717,https://untappd.com/beer/11821,https://untappd.com/brewery/1307,Canada,Chambly,QC,,,,9202717,11821,1307,,4.03,4.02,,0,0
"Hoptimum (2012)","Sierra Nevada Brewing Co.","IPA - Triple",10.4,100,"Mmmmm ",,,,,,,5,"2012-06-25 21:41:25",https://untappd.com/c/9280084,https://untappd.com/beer/139251,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,9280084,139251,1142,,4.1,4.09,,0,0
"Belgo IPA","New Belgium Brewing Company","IPA - Belgian",7,60,,,,,,,,4,"2012-06-29 19:27:11",https://untappd.com/c/9394779,https://untappd.com/beer/8610,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,9394779,8610,905,,3.5,3.5,,0,0
"Modelo Especial","Grupo Modelo","Lager - American",4.5,18,"After moving beer
",,,,,,,3,"2012-06-30 13:17:56",https://untappd.com/c/9425803,https://untappd.com/beer/6277,https://untappd.com/brewery/618,Mexico,Nava,"Coahuila de Zaragoza",,,,9425803,6277,618,https://untappd.s3.amazonaws.com/photo/2012_06_30/bbf63fb3b6e5728e74085dfd0a82ead9_raw.jpg,3.08,3.08,,0,0
"Hoptimum (2012)","Sierra Nevada Brewing Co.","IPA - Triple",10.4,100,"This should help with unpacking
",,,,,,,5,"2012-07-01 19:05:35",https://untappd.com/c/9488517,https://untappd.com/beer/139251,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,9488517,139251,1142,https://untappd.s3.amazonaws.com/photo/2012_07_02/be33bc1ff03fd1ad33442c2ff821eabc_raw.jpg,4.1,4.09,,0,0
"Hoptimum (2012)","Sierra Nevada Brewing Co.","IPA - Triple",10.4,100,,,,,,,,5,"2012-07-02 20:49:03",https://untappd.com/c/9518302,https://untappd.com/beer/139251,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,9518302,139251,1142,,4.1,4.09,,0,0
Weedwacker,"Saint Arnold Brewing Company",Hefeweizen,4.9,15,,,,,,,,4,"2012-07-04 18:40:36",https://untappd.com/c/9599627,https://untappd.com/beer/25684,https://untappd.com/brewery/2940,"United States",Houston,TX,,,,9599627,25684,2940,,3.51,3.51,,0,0
"Big Eye","Ballast Point Brewing Company","IPA - American",7,71,,,,,,,,4,"2012-07-04 18:41:01",https://untappd.com/c/9599668,https://untappd.com/beer/2447,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,9599668,2447,68,,3.73,3.73,,0,0
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,,,,,,,5,"2012-07-05 23:35:00",https://untappd.com/c/9650649,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,9650649,5558,68,,3.97,3.97,,0,0
"Modus Hoperandi","Ska Brewing","IPA - American",6.8,75,,,,,,,,4,"2012-07-08 13:28:23",https://untappd.com/c/9762494,https://untappd.com/beer/5729,https://untappd.com/brewery/1150,"United States",Durango,CO,,,,9762494,5729,1150,,3.77,3.77,,0,0
"(512) Wit","(512) Brewing Company","Wheat Beer - Witbier",5.5,10,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,4,"2012-07-10 18:59:38",https://untappd.com/c/9827131,https://untappd.com/beer/5735,https://untappd.com/brewery/1,"United States",Austin,TX,,,,9827131,5735,1,,3.57,3.57,,0,0
"Farmhouse Wit","Deep Ellum Brewing Company","Wheat Beer - Witbier",4.8,0,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,2,"2012-07-10 19:28:48",https://untappd.com/c/9828854,https://untappd.com/beer/121528,https://untappd.com/brewery/11028,"United States",Dallas,TX,,,,9828854,121528,11028,,3.51,3.53,,0,0
"Rare Vos","Brewery Ommegang","Pale Ale - Belgian",6.5,21,,,,,,,,5,"2012-07-12 20:18:42",https://untappd.com/c/9891061,https://untappd.com/beer/2384,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,9891061,2384,249,,3.75,3.75,,0,0
"Golden Opportunity","Peticolas Brewing Company",Kölsch,4.6,27,,"The Ginger Man",Dallas,TX,"United States",32.7983,-96.803,4,"2012-07-13 13:22:41",https://untappd.com/c/9909178,https://untappd.com/beer/174347,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,9909178,174347,13688,,3.63,3.64,,0,0
HefeWeizen,"Live Oak Brewing Company",Hefeweizen,5.2,12,,"The Ginger Man",Dallas,TX,"United States",32.7983,-96.803,5,"2012-07-13 13:57:53",https://untappd.com/c/9909965,https://untappd.com/beer/5279,https://untappd.com/brewery/797,"United States",Austin,TX,,,,9909965,5279,797,,3.83,3.83,,0,0
"Elissa IPA","Saint Arnold Brewing Company","IPA - American",6.6,60,,"The Ginger Man",Dallas,TX,"United States",32.7983,-96.803,4,"2012-07-13 14:23:53",https://untappd.com/c/9910603,https://untappd.com/beer/5322,https://untappd.com/brewery/2940,"United States",Houston,TX,,,,9910603,5322,2940,,3.55,3.55,,0,0
"Elder Betty","Magic Hat Brewing Company","Wheat Beer - American Pale Wheat",5.5,13,,,,,,,,3,"2012-07-13 18:10:53",https://untappd.com/c/9921064,https://untappd.com/beer/120276,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,9921064,120276,812,,3.41,3.42,,0,0
"60 Minute IPA","Dogfish Head Craft Brewery","IPA - American",6,60,,"The Fillmore Pub",Plano,TX,"United States",33.0196,-96.7004,4,"2012-07-17 20:14:03",https://untappd.com/c/10089220,https://untappd.com/beer/3952,https://untappd.com/brewery/459,"United States",Milton,DE,,,,10089220,3952,459,,3.85,3.85,,0,0
"Saison-Brett (2012)","Boulevard Brewing Co.","Farmhouse Ale - Saison",8.5,38,,"Meddlesome Moth",Dallas,TX,"United States",32.797,-96.8202,5,"2012-07-25 19:39:55",https://untappd.com/c/10408901,https://untappd.com/beer/174195,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,10408901,174195,1514,,4.08,4.06,,0,0
"California Kölsch","Ballast Point Brewing Company",Kölsch,5.2,23,,"Meddlesome Moth",Dallas,TX,"United States",32.797,-96.8202,3,"2012-07-25 19:52:34",https://untappd.com/c/10409859,https://untappd.com/beer/1387947,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,10409859,1387947,68,,3.46,3.47,,0,0
"Tart Lychee","New Belgium Brewing Company","Sour - Fruited",7.5,12,,,,,,,,5,"2012-07-26 18:14:23",https://untappd.com/c/10440385,https://untappd.com/beer/10616,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,10440385,10616,905,,3.93,3.93,,0,0
"Brett Beer (Lips of Faith)","New Belgium Brewing Company","American Wild Ale",7.5,0,,,,,,,,4,"2012-07-26 18:15:20",https://untappd.com/c/10440420,https://untappd.com/beer/188953,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,10440420,188953,905,,3.42,3.43,,0,0
"Spaten Optimator",Spaten-Franziskaner-Löwenbräu-Gruppe,"Bock - Doppelbock",7.6,60,,"Henk's European Deli & Black Forest Bakery",Dallas,TX,"United States",32.867,-96.765,5,"2012-07-27 19:46:32",https://untappd.com/c/10494794,https://untappd.com/beer/5972,https://untappd.com/brewery/1176,Germany,Munich,Bayern,,,,10494794,5972,1176,,3.7,3.7,,0,0
"Golden Opportunity","Peticolas Brewing Company",Kölsch,4.6,27,,"Vickery Park",Plano,TX,"United States",33.0197,-96.7004,4,"2012-07-29 20:43:09",https://untappd.com/c/10622282,https://untappd.com/beer/174347,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,10622282,174347,13688,,3.63,3.64,,0,0
"Golden Opportunity","Peticolas Brewing Company",Kölsch,4.6,27,,"Vickery Park",Plano,TX,"United States",33.0197,-96.7004,4,"2012-07-29 21:23:54",https://untappd.com/c/10624499,https://untappd.com/beer/174347,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,10624499,174347,13688,,3.63,3.64,,0,0
Stormcloud,"Rahr & Sons Brewing Company","IPA - American",6.8,70,,,,,,,,3,"2012-08-02 18:59:59",https://untappd.com/c/10751058,https://untappd.com/beer/5028,https://untappd.com/brewery/1038,"United States","Fort Worth",TX,,,,10751058,5028,1038,,3.44,3.45,,0,0
Asylum,"Left Coast Brewing Co.","Belgian Tripel",11.8,27,,,,,,,,4,"2012-08-02 19:48:58",https://untappd.com/c/10756973,https://untappd.com/beer/8981,https://untappd.com/brewery/778,"United States","San Clemente",CA,,,,10756973,8981,778,,3.61,3.61,,0,0
"Éphémère Pomme (Apple)",Unibroue,"Fruit Beer",5.5,10,,,,,,,,4,"2012-08-03 20:25:25",https://untappd.com/c/10824084,https://untappd.com/beer/7243,https://untappd.com/brewery/1307,Canada,Chambly,QC,,,,10824084,7243,1307,,3.54,3.54,,0,0
"Chicken Killer Barley Wine","Santa Fe Brewing Company","Barleywine - American",10,68,,,,,,,,3,"2012-08-03 20:40:34",https://untappd.com/c/10825771,https://untappd.com/beer/5535,https://untappd.com/brewery/1108,"United States","Santa Fe",NM,,,,10825771,5535,1108,,3.63,3.63,,0,0
"Grande Réserve 17",Unibroue,"Belgian Strong Dark Ale",10,35,,,,,,,,5,"2012-08-03 21:38:17",https://untappd.com/c/10831574,https://untappd.com/beer/11821,https://untappd.com/brewery/1307,Canada,Chambly,QC,,,,10831574,11821,1307,,4.03,4.02,,0,0
"Rodenbach Grand Cru","Brouwerij Rodenbach","Sour - Flanders Red Ale",6,35,,,,,,,,5,"2012-08-03 21:51:18",https://untappd.com/c/10832948,https://untappd.com/beer/8021,https://untappd.com/brewery/291,Belgium,Roeselare,Vlaanderen,,,,10832948,8021,291,,3.72,3.72,,0,0
"Palo Santo Marron (2009)","Dogfish Head Craft Brewery","Brown Ale - Imperial / Double",12,0,,,,,,,,5,"2012-08-03 22:07:27",https://untappd.com/c/10834410,https://untappd.com/beer/89613,https://untappd.com/brewery/459,"United States",Milton,DE,,,,10834410,89613,459,,4.26,4.03,,0,0
"Bourbon Barrel Aged Winter Warmer","Rahr & Sons Brewing Company","Winter Warmer",11,44,,,,,,,,4,"2012-08-03 23:21:00",https://untappd.com/c/10840063,https://untappd.com/beer/5034,https://untappd.com/brewery/1038,"United States","Fort Worth",TX,,,,10840063,5034,1038,,4.01,4.01,,0,0
"Cherry Oak Doppelbock (Brothers' Reserve) (2009)","Widmer Brothers Brewing","Bock - Doppelbock",9,0,,,,,,,,4,"2012-08-03 23:22:46",https://untappd.com/c/10840183,https://untappd.com/beer/16727,https://untappd.com/brewery/3028,"United States",Portland,OR,,,,10840183,16727,3028,,3.67,3.67,,0,0
"Hop Trapp","Lakewood Brewing Company","IPA - Belgian",6.4,54,,"Goodfriend Beer Garden and Burger House",Dallas,TX,"United States",32.8394,-96.6967,4,"2012-08-04 16:42:58",https://untappd.com/c/10870883,https://untappd.com/beer/132590,https://untappd.com/brewery/11862,"United States",Garland,TX,,,,10870883,132590,11862,,3.54,3.55,,0,0
"Rock Ryder","Lakewood Brewing Company","Wheat Beer - American Pale Wheat",4.8,20,,"Goodfriend Beer Garden and Burger House",Dallas,TX,"United States",32.8394,-96.6967,4,"2012-08-04 16:54:02",https://untappd.com/c/10871862,https://untappd.com/beer/52344,https://untappd.com/brewery/11862,"United States",Garland,TX,,,,10871862,52344,11862,,3.48,3.49,,0,0
Phoenixx,"Real Ale Brewing Company","Winter Ale",7.6,55,,,,,,,,3,"2012-08-05 19:12:15",https://untappd.com/c/10944373,https://untappd.com/beer/1405789,https://untappd.com/brewery/1044,"United States",Blanco,TX,,,,10944373,1405789,1044,,3.58,3.58,,0,0
"Wake Up Dead","Left Hand Brewing Company","Stout - Russian Imperial",10.2,45,,,,,,,,4,"2012-08-05 22:24:33",https://untappd.com/c/10955204,https://untappd.com/beer/11179,https://untappd.com/brewery/779,"United States",Longmont,CO,,,,10955204,11179,779,,3.91,3.91,,0,0
Ranger,"New Belgium Brewing Company","IPA - American",6.5,70,,,,,,,,4,"2012-08-06 18:39:08",https://untappd.com/c/10972457,https://untappd.com/beer/6767,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,10972457,6767,905,,3.6,3.6,,0,0
"Golden Opportunity","Peticolas Brewing Company",Kölsch,4.6,27,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,4,"2012-08-07 20:12:45",https://untappd.com/c/11009297,https://untappd.com/beer/174347,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,11009297,174347,13688,,3.63,3.64,,0,0
"Nineteen Belgian-Style Tripel","Avery Brewing Co.","Belgian Tripel",8.23,65,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,4,"2012-08-07 20:47:35",https://untappd.com/c/11011691,https://untappd.com/beer/167174,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,11011691,167174,62,,3.78,3.77,,0,0
"Hoppy Boy","Twisted Pine Brewing Company","Pale Ale - American",5.7,52,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,3,"2012-08-07 20:52:48",https://untappd.com/c/11012003,https://untappd.com/beer/6917,https://untappd.com/brewery/1297,"United States",Boulder,CO,,,,11012003,6917,1297,,3.37,3.38,,0,0
"Sarah's Darkside","Franconia Brewing Company ",Schwarzbier,4.9,0,,"The Fillmore Pub",Plano,TX,"United States",33.0196,-96.7004,3,"2012-08-08 20:57:57",https://untappd.com/c/11051816,https://untappd.com/beer/200001,https://untappd.com/brewery/7329,"United States",McKinney,TX,,,,11051816,200001,7329,,3.48,3.58,,0,0
"Royal Scandal","Peticolas Brewing Company","Pale Ale - English",6.5,36,,"Whole Foods Market",Dallas,TX,"United States",32.8716,-96.7658,5,"2012-08-09 18:55:54",https://untappd.com/c/11083688,https://untappd.com/beer/154678,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,11083688,154678,13688,,3.76,3.76,,0,0
"Le Petit Prince ","Jester King Brewery","Table Beer",2.9,30,,"Whole Foods Market",Dallas,TX,"United States",32.8716,-96.7658,3,"2012-08-09 19:29:01",https://untappd.com/c/11086476,https://untappd.com/beer/105070,https://untappd.com/brewery/5291,"United States",Austin,TX,,,,11086476,105070,5291,,3.5,3.5,,0,0
"CSB - How Dogs Say Hello","Laughing Dog Brewing","Extra Special / Strong Bitter",5.5,0,,"Whole Foods Market",Dallas,TX,"United States",32.8716,-96.7658,4,"2012-08-09 19:31:11",https://untappd.com/c/11086660,https://untappd.com/beer/21591,https://untappd.com/brewery/775,"United States",Ponderay,ID,,,,11086660,21591,775,,3.25,3.35,,0,0
Walloon,"Southern Star Brewing Company","Farmhouse Ale - Saison",5,24,,"Vickery Park",Plano,TX,"United States",33.0197,-96.7004,4,"2012-08-09 21:36:36",https://untappd.com/c/11097006,https://untappd.com/beer/46245,https://untappd.com/brewery/1172,"United States",Conroe,TX,,,,11097006,46245,1172,,3.43,3.45,,0,0
Walloon,"Southern Star Brewing Company","Farmhouse Ale - Saison",5,24,,"Vickery Park",Plano,TX,"United States",33.0197,-96.7004,4,"2012-08-09 22:58:52",https://untappd.com/c/11101881,https://untappd.com/beer/46245,https://untappd.com/brewery/1172,"United States",Conroe,TX,,,,11101881,46245,1172,,3.43,3.45,,0,0
"Divine Reserve No. 12","Saint Arnold Brewing Company","Old Ale",10,50,"Needs some time",,,,,,,4,"2012-08-10 18:24:09",https://untappd.com/c/11130500,https://untappd.com/beer/152019,https://untappd.com/brewery/2940,"United States",Houston,TX,,,,11130500,152019,2940,,4.02,4,,1,0
"80-Acre Hoppy Wheat Beer","Boulevard Brewing Co.","Wheat Beer - American Pale Wheat",5.5,20,,,,,,,,4,"2012-08-10 18:47:47",https://untappd.com/c/11132922,https://untappd.com/beer/33035,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,11132922,33035,1514,,3.61,3.61,,0,0
"Sumatra Coffee Stout","Madhouse Brewing Company","Stout - Coffee",6,0,,,,,,,,3,"2012-08-10 19:18:54",https://untappd.com/c/11136273,https://untappd.com/beer/753011,https://untappd.com/brewery/1521,"United States","Des Moines",IA,,,,11136273,753011,1521,,3.68,3.67,,0,0
"Samuel Adams Thirteenth Hour Stout","Boston Beer Company","Stout - Imperial / Double",9,17,"Chocolate and bubblegum...interesting",,,,,,,3,"2012-08-10 19:45:53",https://untappd.com/c/11139413,https://untappd.com/beer/67163,https://untappd.com/brewery/157,"United States",Boston,MA,,,,11139413,67163,157,,3.6,3.6,,0,0
"Black Butte XXIV","Deschutes Brewery","Porter - Imperial / Double",11,60,,,,,,,,3,"2012-08-10 20:02:40",https://untappd.com/c/11141415,https://untappd.com/beer/126217,https://untappd.com/brewery/441,"United States",Bend,OR,,,,11141415,126217,441,,4.26,4.24,,0,0
"Two Gypsies Our Side","Stillwater Artisanal","Farmhouse Ale - Saison",7.5,0,,,,,,,,4,"2012-08-10 20:36:35",https://untappd.com/c/11145516,https://untappd.com/beer/20991,https://untappd.com/brewery/1203,"United States",Brooklyn,NY,,,,11145516,20991,1203,,3.8,3.78,,0,0
"Samuel Adams Stony Brook Red","Boston Beer Company","American Wild Ale",9,0,,,,,,,,1,"2012-08-10 21:14:34",https://untappd.com/c/11149966,https://untappd.com/beer/16955,https://untappd.com/brewery/157,"United States",Boston,MA,,,,11149966,16955,157,,3.54,3.54,,0,0
"Collaboration No. 3 - Stingo","Boulevard Brewing Co.","Strong Ale - English",8.5,35,,,,,,,,2,"2012-08-10 21:27:31",https://untappd.com/c/11151476,https://untappd.com/beer/160309,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,11151476,160309,1514,,3.78,3.77,,0,0
"Nefarious Ten Pin Imperial Porter","Ska Brewing","Porter - Imperial / Double",8,60,,,,,,,,3,"2012-08-10 22:07:15",https://untappd.com/c/11155356,https://untappd.com/beer/29225,https://untappd.com/brewery/1150,"United States",Durango,CO,,,,11155356,29225,1150,,3.81,3.8,,0,0
"Love Child No. 2","Boulevard Brewing Co.","American Wild Ale",9.6,11,,,,,,,,5,"2012-08-11 21:53:35",https://untappd.com/c/11230251,https://untappd.com/beer/44517,https://untappd.com/brewery/1514,"United States","Kansas City",MO,,,,11230251,44517,1514,,4.18,4.14,,0,0
"Elissa IPA","Saint Arnold Brewing Company","IPA - American",6.6,60,,,,,,,,4,"2012-08-11 21:54:30",https://untappd.com/c/11230354,https://untappd.com/beer/5322,https://untappd.com/brewery/2940,"United States",Houston,TX,,,,11230354,5322,2940,,3.55,3.55,,0,0
"Hop Trapp","Lakewood Brewing Company","IPA - Belgian",6.4,54,,"The Fillmore Pub",Plano,TX,"United States",33.0196,-96.7004,4,"2012-08-12 21:04:30",https://untappd.com/c/11286401,https://untappd.com/beer/132590,https://untappd.com/brewery/11862,"United States",Garland,TX,,,,11286401,132590,11862,,3.54,3.55,,0,0
"Amber Ale","Crazy Mountain Brewing Company","Red Ale - American Amber / Red",5.25,25,,,,,,,,4,"2012-08-13 19:32:35",https://untappd.com/c/11311267,https://untappd.com/beer/25519,https://untappd.com/brewery/4948,"United States",Edwards,CO,,,,11311267,25519,4948,,3.34,3.35,,0,0
"Hans' Pils","Real Ale Brewing Company","Pilsner - German",5.3,50,"Not a style I normally like, but this is tasty","Union Bear",Dallas,TX,"United States",32.808,-96.7979,3.5,"2012-08-14 18:13:08",https://untappd.com/c/11338885,https://untappd.com/beer/25420,https://untappd.com/brewery/1044,"United States",Blanco,TX,,,,11338885,25420,1044,,3.49,3.5,,0,0
"Franziskaner Premium Weissbier Naturtrüb",Spaten-Franziskaner-Löwenbräu-Gruppe,Hefeweizen,5,12,,,,,,,,4,"2012-08-15 21:33:21",https://untappd.com/c/11390935,https://untappd.com/beer/14564,https://untappd.com/brewery/1176,Germany,Munich,Bayern,,,,11390935,14564,1176,,3.71,3.71,,0,0
"Lukcy Basartd Ale","Arrogant Consortia","Strong Ale - American",8.5,0,,,,,,,,4,"2012-08-16 16:41:13",https://untappd.com/c/11409317,https://untappd.com/beer/10125,https://untappd.com/brewery/234399,"United States",Escondido,CA,,,,11409317,10125,234399,,3.92,3.92,,0,0
"Tart Lychee","New Belgium Brewing Company","Sour - Fruited",7.5,12,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,5,"2012-08-17 18:56:44",https://untappd.com/c/11470175,https://untappd.com/beer/10616,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,11470175,10616,905,,3.93,3.93,,0,0
"Tart Lychee","New Belgium Brewing Company","Sour - Fruited",7.5,12,,"Union Bear",Dallas,TX,"United States",32.808,-96.7979,5,"2012-08-17 19:19:28",https://untappd.com/c/11472789,https://untappd.com/beer/10616,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,11472789,10616,905,,3.93,3.93,,0,0
"Lava Lake Wit","Crazy Mountain Brewing Company","Wheat Beer - Witbier",5.2,15,"Chamomile beer...extra relaxing?",,,,,,,3,"2012-08-17 19:21:28",https://untappd.com/c/11473027,https://untappd.com/beer/60338,https://untappd.com/brewery/4948,"United States",Edwards,CO,,,,11473027,60338,4948,,3.24,3.24,,0,0
"Bourbon Barrel Aged Winter Warmer","Rahr & Sons Brewing Company","Winter Warmer",11,44,,,,,,,,4,"2012-08-20 20:11:12",https://untappd.com/c/11650843,https://untappd.com/beer/5034,https://untappd.com/brewery/1038,"United States","Fort Worth",TX,,,,11650843,5034,1038,,4.01,4.01,,0,0
"Dorado Double IPA","Ballast Point Brewing Company","IPA - Imperial / Double",10,90,,,,,,,,5,"2012-08-23 19:55:06",https://untappd.com/c/11758061,https://untappd.com/beer/1246,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,11758061,1246,68,,3.92,3.92,,0,0
"Rock Ryder","Lakewood Brewing Company","Wheat Beer - American Pale Wheat",4.8,20,"Tastes different.  More wheat then rye then at the opening.","Whole Foods Market",Dallas,TX,"United States",32.8716,-96.7658,4,"2012-08-24 18:43:31",https://untappd.com/c/11804276,https://untappd.com/beer/52344,https://untappd.com/brewery/11862,"United States",Garland,TX,,,,11804276,52344,11862,,3.48,3.49,,0,0
"Hop Trapp","Lakewood Brewing Company","IPA - Belgian",6.4,54,"Still delicious","Whole Foods Market",Dallas,TX,"United States",32.8716,-96.7658,4,"2012-08-24 19:09:55",https://untappd.com/c/11807254,https://untappd.com/beer/132590,https://untappd.com/brewery/11862,"United States",Garland,TX,,,,11807254,132590,11862,,3.54,3.55,,0,0
Caguama,"Industrias La Constancia","Lager - Pale",4.6,0,"So terrible",,,,,,,1,"2012-08-24 20:46:21",https://untappd.com/c/11819226,https://untappd.com/beer/10938,https://untappd.com/brewery/56613,"El Salvador",,"San Salvador.",,,,11819226,10938,56613,,2.74,2.81,,0,0
"Marionberry Hibiscus Gose","Widmer Brothers Brewing","Sour - Fruited Gose",5.5,15,,,,,,,,,"2012-08-24 20:48:59",https://untappd.com/c/11819534,https://untappd.com/beer/116200,https://untappd.com/brewery/3028,"United States",Portland,OR,,,,11819534,116200,3028,,3.27,3.29,,0,0
"Pale Ale","Omission Brewing",Gluten-Free,5.8,33,,,,,,,,4,"2012-08-25 17:14:30",https://untappd.com/c/11872704,https://untappd.com/beer/131265,https://untappd.com/brewery/25595,"United States",Portland,OR,,,,11872704,131265,25595,,3.25,3.25,,0,0
"Elissa IPA","Saint Arnold Brewing Company","IPA - American",6.6,60,,,,,,,,4,"2012-08-25 17:14:53",https://untappd.com/c/11872789,https://untappd.com/beer/5322,https://untappd.com/brewery/2940,"United States",Houston,TX,,,,11872789,5322,2940,,3.55,3.55,,0,0
